full_text,tokens,processed_text
implementasi kurikulum berbasis hasil disesuaikan dengan karakteristik dan kebutuhan masing masing program studi,"['implementasi', 'kurikulum', 'basis', 'hasil', 'sesuai', 'karakteristik', 'butuh', 'program', 'studi']",implementasi kurikulum basis hasil sesuai karakteristik butuh program studi
perguruan tinggi muhammadiyah mengintegrasikan nilai al islam kemuhammadiyahan dalam implementasi kurikulum berbasis hasil,"['guru', 'muhammadiyah', 'integrasi', 'nilai', 'al', 'islam', 'kemuhammadiyahan', 'implementasi', 'kurikulum', 'basis', 'hasil']",guru muhammadiyah integrasi nilai al islam kemuhammadiyahan implementasi kurikulum basis hasil
pendidikan berbasis hasil meningkatkan transparansi dan akuntabilitas perguruan tinggi terhadap stakeholders,"['didik', 'basis', 'hasil', 'tingkat', 'transparansi', 'akuntabilitas', 'guru', 'stakeholders']",didik basis hasil tingkat transparansi akuntabilitas guru stakeholders
asosiasi pendidikan tinggi informatika dan komputer indonesia menyusun learning outcome standar prodi informatika,"['asosiasi', 'didik', 'informatika', 'komputer', 'indonesia', 'susun', 'learning', 'outcome', 'standar', 'prodi', 'informatika']",asosiasi didik informatika komputer indonesia susun learning outcome standar prodi informatika
lembaga pendidikan tenaga kependidikan mengimplementasikan obe untuk meningkatkan kualitas calon guru,"['lembaga', 'didik', 'tenaga', 'didik', 'implementasi', 'obe', 'tingkat', 'kualitas', 'calon', 'guru']",lembaga didik tenaga didik implementasi obe tingkat kualitas calon guru
perguruan tinggi di kawasan timur indonesia mendapat pendampingan khusus dalam implementasi kurikulum berbasis hasil,"['guru', 'kawasan', 'timur', 'indonesia', 'damping', 'khusus', 'implementasi', 'kurikulum', 'basis', 'hasil']",guru kawasan timur indonesia damping khusus implementasi kurikulum basis hasil
dunia industri berperan penting dalam mengevaluasi efektivitas kurikulum berbasis hasil yang diterapkan perguruan tinggi,"['dunia', 'industri', 'peran', 'evaluasi', 'efektivitas', 'kurikulum', 'basis', 'hasil', 'terap', 'guru']",dunia industri peran evaluasi efektivitas kurikulum basis hasil terap guru
kurikulum berbasis hasil memungkinkan mahasiswa mengembangkan transferable skills yang dibutuhkan di berbagai sektor,"['kurikulum', 'basis', 'hasil', 'mahasiswa', 'kembang', 'transferable', 'skills', 'butuh', 'sektor']",kurikulum basis hasil mahasiswa kembang transferable skills butuh sektor
fakultas pertanian dan peternakan uin malang mengintegrasikan islamic values dalam implementasi kurikulum berbasis hasil,"['fakultas', 'tani', 'terna', 'uin', 'malang', 'integrasi', 'islamic', 'values', 'implementasi', 'kurikulum', 'basis', 'hasil']",fakultas tani terna uin malang integrasi islamic values implementasi kurikulum basis hasil
pendidikan berbasis hasil menekankan pada pengembangan kompetensi yang holistik meliputi hardskills dan softskills,"['didik', 'basis', 'hasil', 'tekan', 'kembang', 'kompetensi', 'holistik', 'liput', 'hardskills', 'softskills']",didik basis hasil tekan kembang kompetensi holistik liput hardskills softskills
implementasi obe di stikes muhammadiyah gombong meningkatkan kelulusan uji kompetensi ners hingga 98 persen,"['implementasi', 'obe', 'stikes', 'muhammadiyah', 'gombong', 'tingkat', 'kelulus', 'uji', 'kompetensi', 'ners', '98', 'persen']",implementasi obe stikes muhammadiyah gombong tingkat kelulus uji kompetensi ners 98 persen
program studi teknik kimia itb mengintegrasikan sustainable process engineering dalam kurikulum berbasis hasil,"['program', 'studi', 'teknik', 'kimia', 'itb', 'integrasi', 'sustainable', 'process', 'engineering', 'kurikulum', 'basis', 'hasil']",program studi teknik kimia itb integrasi sustainable process engineering kurikulum basis hasil
webinar implementasi obe di era digital diselenggarakan oleh aptisi dengan pembicara dari singapore polytechnic,"['webinar', 'implementasi', 'obe', 'era', 'digital', 'selenggara', 'aptisi', 'bicara', 'singapore', 'polytechnic']",webinar implementasi obe era digital selenggara aptisi bicara singapore polytechnic
pendidikan berbasis hasil menekankan pentingnya assessment for learning bukan hanya assessment of learning,"['didik', 'basis', 'hasil', 'tekan', 'assessment', 'for', 'learning', 'assessment', 'of', 'learning']",didik basis hasil tekan assessment for learning assessment of learning
fakultas ilmu komputer universitas indonesia mengadopsi kurikulum berbasis hasil dengan pendekatan agile learning,"['fakultas', 'ilmu', 'komputer', 'universitas', 'indonesia', 'adopsi', 'kurikulum', 'basis', 'hasil', 'dekat', 'agile', 'learning']",fakultas ilmu komputer universitas indonesia adopsi kurikulum basis hasil dekat agile learning
implementasi obe di program studi arsitektur undip didukung oleh ikatan arsitek indonesia jawa tengah,"['implementasi', 'obe', 'program', 'studi', 'arsitektur', 'undip', 'dukung', 'ikat', 'arsitek', 'indonesia', 'jawa']",implementasi obe program studi arsitektur undip dukung ikat arsitek indonesia jawa
training of trainers for obe implementation diselenggarakan oleh seameo dengan peserta dari perguruan tinggi asean,"['training', 'of', 'trainers', 'for', 'obe', 'implementation', 'selenggara', 'seameo', 'serta', 'guru', 'asean']",training of trainers for obe implementation selenggara seameo serta guru asean
implementasi kurikulum berbasis hasil dikaitkan dengan kerangka kualifikasi berbasis kkni untuk memastikan relevansi,"['implementasi', 'kurikulum', 'basis', 'hasil', 'kait', 'kerangka', 'kualifikasi', 'basis', 'kkni', 'relevansi']",implementasi kurikulum basis hasil kait kerangka kualifikasi basis kkni relevansi
pendidikan berbasis hasil mendorong pengembangan platform digital assessment untuk mengukur ketercapaian kompetensi,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'platform', 'digital', 'assessment', 'ukur', 'capai', 'kompetensi']",didik basis hasil dorong kembang platform digital assessment ukur capai kompetensi
universitas katolik parahyangan berbagi pengalaman integrasi nilai kristiani dalam implementasi kurikulum berbasis hasil,"['universitas', 'katolik', 'parahyangan', 'bagi', 'alam', 'integrasi', 'nilai', 'kristiani', 'implementasi', 'kurikulum', 'basis', 'hasil']",universitas katolik parahyangan bagi alam integrasi nilai kristiani implementasi kurikulum basis hasil
program studi ilmu gizi undip mengimplementasikan obe dengan pendekatan community based nutrition intervention,"['program', 'studi', 'ilmu', 'gizi', 'undip', 'implementasi', 'obe', 'dekat', 'community', 'based', 'nutrition', 'intervention']",program studi ilmu gizi undip implementasi obe dekat community based nutrition intervention
implementasi kurikulum berbasis hasil memerlukan perubahan budaya akademik yang mendukung continuous improvement,"['implementasi', 'kurikulum', 'basis', 'hasil', 'ubah', 'budaya', 'akademik', 'dukung', 'continuous', 'improvement']",implementasi kurikulum basis hasil ubah budaya akademik dukung continuous improvement
pusat peningkatan kualitas pembelajaran unhas mengembangkan modul pelatihan implementasi obe secara berjenjang,"['pusat', 'tingkat', 'kualitas', 'ajar', 'unhas', 'kembang', 'modul', 'latih', 'implementasi', 'obe', 'jenjang']",pusat tingkat kualitas ajar unhas kembang modul latih implementasi obe jenjang
bimbingan dan konseling mahasiswa berperan penting dalam mendukung keberhasilan implementasi kurikulum berbasis hasil,"['bimbing', 'konseling', 'mahasiswa', 'peran', 'dukung', 'hasil', 'implementasi', 'kurikulum', 'basis', 'hasil']",bimbing konseling mahasiswa peran dukung hasil implementasi kurikulum basis hasil
pendidikan berbasis hasil mendorong pengembangan berbagai metode assessment untuk mengukur kompetensi mahasiswa,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'metode', 'assessment', 'ukur', 'kompetensi', 'mahasiswa']",didik basis hasil dorong kembang metode assessment ukur kompetensi mahasiswa
university industry partnership menjadi kunci sukses implementasi obe di politeknik negeri bandung,"['university', 'industry', 'partnership', 'kunci', 'sukses', 'implementasi', 'obe', 'politeknik', 'negeri', 'bandung']",university industry partnership kunci sukses implementasi obe politeknik negeri bandung
forum rektor indonesia mendorong percepatan implementasi kurikulum berbasis hasil di seluruh perguruan tinggi,"['forum', 'rektor', 'indonesia', 'dorong', 'cepat', 'implementasi', 'kurikulum', 'basis', 'hasil', 'guru']",forum rektor indonesia dorong cepat implementasi kurikulum basis hasil guru
pusat pengembangan pendidikan uns mengembangkan aplikasi obe toolkit untuk membantu dosen menyusun rps berbasis hasil,"['pusat', 'kembang', 'didik', 'uns', 'kembang', 'aplikasi', 'obe', 'toolkit', 'bantu', 'dosen', 'susun', 'rps', 'basis', 'hasil']",pusat kembang didik uns kembang aplikasi obe toolkit bantu dosen susun rps basis hasil
implementasi obe di fakultas teknologi pertanian unibraw meningkatkan jumlah paten yang dihasilkan mahasiswa,"['implementasi', 'obe', 'fakultas', 'teknologi', 'tani', 'unibraw', 'tingkat', 'paten', 'hasil', 'mahasiswa']",implementasi obe fakultas teknologi tani unibraw tingkat paten hasil mahasiswa
balai latihan kerja kemnaker berkolaborasi dengan politeknik dalam implementasi kurikulum berbasis hasil,"['balai', 'latih', 'kerja', 'kemnaker', 'kolaborasi', 'politeknik', 'implementasi', 'kurikulum', 'basis', 'hasil']",balai latih kerja kemnaker kolaborasi politeknik implementasi kurikulum basis hasil
pendidikan berbasis hasil mendorong perguruan tinggi mengadopsi flipped classroom sebagai strategi pembelajaran,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'adopsi', 'flipped', 'classroom', 'strategi', 'ajar']",didik basis hasil dorong guru adopsi flipped classroom strategi ajar
kopertis wilayah ix sulawesi menyelenggarakan workshop penyusunan kurikulum berbasis hasil untuk pts,"['kopertis', 'wilayah', 'ix', 'sulawesi', 'selenggara', 'workshop', 'susun', 'kurikulum', 'basis', 'hasil', 'pts']",kopertis wilayah ix sulawesi selenggara workshop susun kurikulum basis hasil pts
program studi teknik elektro ub mengadopsi kurikulum berbasis hasil dengan dukungan pt pln dan schneider electric,"['program', 'studi', 'teknik', 'elektro', 'ub', 'adopsi', 'kurikulum', 'basis', 'hasil', 'dukung', 'pt', 'pln', 'schneider', 'electric']",program studi teknik elektro ub adopsi kurikulum basis hasil dukung pt pln schneider electric
evaluasi ketercapaian learning outcome dilakukan secara berkelanjutan melalui formative dan summative assessment,"['evaluasi', 'capai', 'learning', 'outcome', 'lanjut', 'formative', 'summative', 'assessment']",evaluasi capai learning outcome lanjut formative summative assessment
integrated laboratory experience menjadi komponen penting dalam implementasi kurikulum berbasis hasil di prodi sains,"['integrated', 'laboratory', 'experience', 'komponen', 'implementasi', 'kurikulum', 'basis', 'hasil', 'prodi', 'sains']",integrated laboratory experience komponen implementasi kurikulum basis hasil prodi sains
program studi hubungan internasional universitas airlangga mengadopsi obe dengan pendekatan diplomacy simulation,"['program', 'studi', 'hubung', 'internasional', 'universitas', 'airlangga', 'adopsi', 'obe', 'dekat', 'diplomacy', 'simulation']",program studi hubung internasional universitas airlangga adopsi obe dekat diplomacy simulation
pendidikan berbasis hasil mendorong perubahan infrastruktur pembelajaran dari classroom ke learning studio,"['didik', 'basis', 'hasil', 'dorong', 'ubah', 'infrastruktur', 'ajar', 'classroom', 'learning', 'studio']",didik basis hasil dorong ubah infrastruktur ajar classroom learning studio
konferensi obe implementation in the digital era digelar di yogyakarta dengan partisipasi 300 perguruan tinggi,"['konferensi', 'obe', 'implementation', 'in', 'the', 'digital', 'era', 'gelar', 'yogyakarta', 'partisipasi', '300', 'guru']",konferensi obe implementation in the digital era gelar yogyakarta partisipasi 300 guru
implementasi kurikulum berbasis hasil di program studi kedokteran unand mendapat akreditasi dari amfem,"['implementasi', 'kurikulum', 'basis', 'hasil', 'program', 'studi', 'dokter', 'unand', 'akreditasi', 'amfem']",implementasi kurikulum basis hasil program studi dokter unand akreditasi amfem
kurikulum berbasis hasil menekankan pada pengembangan 21st century skills critical thinking creativity collaboration communication,"['kurikulum', 'basis', 'hasil', 'tekan', 'kembang', '21st', 'century', 'skills', 'critical', 'thinking', 'creativity', 'collaboration', 'communication']",kurikulum basis hasil tekan kembang 21st century skills critical thinking creativity collaboration communication
politeknik elektronika negeri surabaya mengintegrasikan industrial certification dalam kurikulum berbasis hasil,"['politeknik', 'elektronika', 'negeri', 'surabaya', 'integrasi', 'industrial', 'certification', 'kurikulum', 'basis', 'hasil']",politeknik elektronika negeri surabaya integrasi industrial certification kurikulum basis hasil
direktorat pendidikan tinggi vokasi mengalokasikan dana revitalisasi kurikulum berbasis hasil untuk 50 politeknik,"['direktorat', 'didik', 'vokasi', 'alokasi', 'dana', 'revitalisasi', 'kurikulum', 'basis', 'hasil', '50', 'politeknik']",direktorat didik vokasi alokasi dana revitalisasi kurikulum basis hasil 50 politeknik
pendidikan berbasis hasil memungkinkan pengembangan pembelajaran yang lebih personalized sesuai kebutuhan mahasiswa,"['didik', 'basis', 'hasil', 'kembang', 'ajar', 'personalized', 'sesuai', 'butuh', 'mahasiswa']",didik basis hasil kembang ajar personalized sesuai butuh mahasiswa
program studi teknik fisika itb mengimplementasikan obe dengan pendekatan research based learning,"['program', 'studi', 'teknik', 'fisika', 'itb', 'implementasi', 'obe', 'dekat', 'research', 'based', 'learning']",program studi teknik fisika itb implementasi obe dekat research based learning
ikatan alumni perguruan tinggi berperan aktif dalam evaluasi efektivitas kurikulum berbasis hasil,"['ikat', 'alumni', 'guru', 'peran', 'aktif', 'evaluasi', 'efektivitas', 'kurikulum', 'basis', 'hasil']",ikat alumni guru peran aktif evaluasi efektivitas kurikulum basis hasil
implementasi obe di program studi ekonomi syariah uin memadukan kompetensi ekonomi dengan nilai nilai islam,"['implementasi', 'obe', 'program', 'studi', 'ekonomi', 'syariah', 'uin', 'madu', 'kompetensi', 'ekonomi', 'nilai', 'nilai', 'islam']",implementasi obe program studi ekonomi syariah uin madu kompetensi ekonomi nilai nilai islam
pusat pengembangan akademik unair mengembangkan e assessment platform untuk implementasi kurikulum berbasis hasil,"['pusat', 'kembang', 'akademik', 'unair', 'kembang', 'e', 'assessment', 'platform', 'implementasi', 'kurikulum', 'basis', 'hasil']",pusat kembang akademik unair kembang e assessment platform implementasi kurikulum basis hasil
implementasi kurikulum berbasis hasil menuntut perubahan desain ruang kelas yang mendukung active learning,"['implementasi', 'kurikulum', 'basis', 'hasil', 'tuntut', 'ubah', 'desain', 'ruang', 'kelas', 'dukung', 'active', 'learning']",implementasi kurikulum basis hasil tuntut ubah desain ruang kelas dukung active learning
program studi manajemen universitas prasetiya mulya mengintegrasikan business incubator dalam kurikulum berbasis hasil,"['program', 'studi', 'manajemen', 'universitas', 'prasetiya', 'mulya', 'integrasi', 'business', 'incubator', 'kurikulum', 'basis', 'hasil']",program studi manajemen universitas prasetiya mulya integrasi business incubator kurikulum basis hasil
dekan fakultas bahasa dan seni unj menyoroti pentingnya critical literacy dalam implementasi kurikulum berbasis hasil,"['dekan', 'fakultas', 'bahasa', 'seni', 'unj', 'sorot', 'critical', 'literacy', 'implementasi', 'kurikulum', 'basis', 'hasil']",dekan fakultas bahasa seni unj sorot critical literacy implementasi kurikulum basis hasil
pendidikan berbasis hasil menekankan pada pengembangan learning skills bukan hanya transfer konten mata kuliah,"['didik', 'basis', 'hasil', 'tekan', 'kembang', 'learning', 'skills', 'transfer', 'konten', 'mata', 'kuliah']",didik basis hasil tekan kembang learning skills transfer konten mata kuliah
belmawa dikti menyelenggarakan kompetisi inovasi pembelajaran berbasis hasil untuk mendorong kreativitas dosen,"['belmawa', 'dikti', 'selenggara', 'kompetisi', 'inovasi', 'ajar', 'basis', 'hasil', 'dorong', 'kreativitas', 'dosen']",belmawa dikti selenggara kompetisi inovasi ajar basis hasil dorong kreativitas dosen
program studi farmasi ugm mengimplementasikan obe dengan pendekatan problem based dan team based learning,"['program', 'studi', 'farmasi', 'ugm', 'implementasi', 'obe', 'dekat', 'problem', 'based', 'team', 'based', 'learning']",program studi farmasi ugm implementasi obe dekat problem based team based learning
implementasi kurikulum berbasis hasil memerlukan dukungan literasi digital yang memadai dari dosen dan mahasiswa,"['implementasi', 'kurikulum', 'basis', 'hasil', 'dukung', 'literasi', 'digital', 'pada', 'dosen', 'mahasiswa']",implementasi kurikulum basis hasil dukung literasi digital pada dosen mahasiswa
asosiasi fakultas farmasi indonesia menyusun national competency framework berbasis obe untuk program studi farmasi,"['asosiasi', 'fakultas', 'farmasi', 'indonesia', 'susun', 'national', 'competency', 'framework', 'basis', 'obe', 'program', 'studi', 'farmasi']",asosiasi fakultas farmasi indonesia susun national competency framework basis obe program studi farmasi
pendidikan berbasis hasil menekankan pada student agency dalam proses pembelajaran di perguruan tinggi,"['didik', 'basis', 'hasil', 'tekan', 'student', 'agency', 'proses', 'ajar', 'guru']",didik basis hasil tekan student agency proses ajar guru
program studi sistem informasi universitas telkom mengimplementasikan obe dengan pendekatan project based learning,"['program', 'studi', 'sistem', 'informasi', 'universitas', 'telkom', 'implementasi', 'obe', 'dekat', 'project', 'based', 'learning']",program studi sistem informasi universitas telkom implementasi obe dekat project based learning
implementasi kurikulum berbasis hasil mendorong integrasi kegiatan ko kurikuler dalam pencapaian kompetensi,"['implementasi', 'kurikulum', 'basis', 'hasil', 'dorong', 'integrasi', 'giat', 'ko', 'kurikuler', 'capai', 'kompetensi']",implementasi kurikulum basis hasil dorong integrasi giat ko kurikuler capai kompetensi
pembelajaran hybrid sangat mendukung implementasi pendidikan berbasis hasil di era digital,"['ajar', 'hybrid', 'dukung', 'implementasi', 'didik', 'basis', 'hasil', 'era', 'digital']",ajar hybrid dukung implementasi didik basis hasil era digital
forum kajian pendidikan tinggi indonesia menerbitkan laporan perkembangan implementasi obe 2020 2024,"['forum', 'kaji', 'didik', 'indonesia', 'terbit', 'lapor', 'kembang', 'implementasi', 'obe', '2020', '2024']",forum kaji didik indonesia terbit lapor kembang implementasi obe 2020 2024
pembelajaran dengan pendekatan experiential learning sangat sesuai dengan filosofi pendidikan berbasis hasil,"['ajar', 'dekat', 'experiential', 'learning', 'sesuai', 'filosofi', 'didik', 'basis', 'hasil']",ajar dekat experiential learning sesuai filosofi didik basis hasil
program studi ilmu perpustakaan dan informasi unpad mengimplementasikan obe dengan dukungan perpusnas ri,"['program', 'studi', 'ilmu', 'pustaka', 'informasi', 'unpad', 'implementasi', 'obe', 'dukung', 'perpusnas', 'ri']",program studi ilmu pustaka informasi unpad implementasi obe dukung perpusnas ri
pendidikan berbasis hasil mendorong pengembangan sistem umpan balik pembelajaran yang lebih comprehensive,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'sistem', 'umpan', 'ajar', 'comprehensive']",didik basis hasil dorong kembang sistem umpan ajar comprehensive
fakultas pertanian ipb mengintegrasikan precision farming technology dalam implementasi kurikulum berbasis hasil,"['fakultas', 'tani', 'ipb', 'integrasi', 'precision', 'farming', 'technology', 'implementasi', 'kurikulum', 'basis', 'hasil']",fakultas tani ipb integrasi precision farming technology implementasi kurikulum basis hasil
peningkatan kompetensi pedagogik dosen menjadi kunci keberhasilan implementasi kurikulum berbasis hasil,"['tingkat', 'kompetensi', 'pedagogik', 'dosen', 'kunci', 'hasil', 'implementasi', 'kurikulum', 'basis', 'hasil']",tingkat kompetensi pedagogik dosen kunci hasil implementasi kurikulum basis hasil
program studi keperawatan unair mengadopsi obe dengan pendekatan simulation based dan clinical based learning,"['program', 'studi', 'awat', 'unair', 'adopsi', 'obe', 'dekat', 'simulation', 'based', 'clinical', 'based', 'learning']",program studi awat unair adopsi obe dekat simulation based clinical based learning
penerapan kurikulum berbasis hasil menuntut adanya quality assurance system yang komprehensif,"['terap', 'kurikulum', 'basis', 'hasil', 'tuntut', 'quality', 'assurance', 'system', 'komprehensif']",terap kurikulum basis hasil tuntut quality assurance system komprehensif
perguruan tinggi keagamaan islam negeri mengintegrasikan nilai keislaman dalam implementasi kurikulum berbasis hasil,"['guru', 'agama', 'islam', 'negeri', 'integrasi', 'nilai', 'islam', 'implementasi', 'kurikulum', 'basis', 'hasil']",guru agama islam negeri integrasi nilai islam implementasi kurikulum basis hasil
pendidikan berbasis hasil mendorong penggunaan portofolio digital sebagai metode assessment komprehensif,"['didik', 'basis', 'hasil', 'dorong', 'guna', 'portofolio', 'digital', 'metode', 'assessment', 'komprehensif']",didik basis hasil dorong guna portofolio digital metode assessment komprehensif
program studi agribisnis unhas mengimplementasikan kurikulum berbasis hasil dengan pendekatan social entrepreneurship,"['program', 'studi', 'agribisnis', 'unhas', 'implementasi', 'kurikulum', 'basis', 'hasil', 'dekat', 'social', 'entrepreneurship']",program studi agribisnis unhas implementasi kurikulum basis hasil dekat social entrepreneurship
balitbang kemendikbud meneliti efektivitas implementasi obe dalam meningkatkan employability lulusan,"['balitbang', 'kemendikbud', 'teliti', 'efektivitas', 'implementasi', 'obe', 'tingkat', 'employability', 'lulus']",balitbang kemendikbud teliti efektivitas implementasi obe tingkat employability lulus
fakultas kedokteran universitas padjadjaran mengimplementasikan obe dengan metode team based learning,"['fakultas', 'dokter', 'universitas', 'padjadjaran', 'implementasi', 'obe', 'metode', 'team', 'based', 'learning']",fakultas dokter universitas padjadjaran implementasi obe metode team based learning
pendidikan berbasis hasil menekankan pentingnya multimodal assessment untuk mengukur ketercapaian kompetensi,"['didik', 'basis', 'hasil', 'tekan', 'multimodal', 'assessment', 'ukur', 'capai', 'kompetensi']",didik basis hasil tekan multimodal assessment ukur capai kompetensi
program studi ekonomi pembangunan unsyiah mengintegrasikan sustainable development dalam kurikulum berbasis hasil,"['program', 'studi', 'ekonomi', 'bangun', 'unsyiah', 'integrasi', 'sustainable', 'development', 'kurikulum', 'basis', 'hasil']",program studi ekonomi bangun unsyiah integrasi sustainable development kurikulum basis hasil
implementasi obe mendorong perguruan tinggi mengembangkan learning commons sebagai fasilitas pendukung,"['implementasi', 'obe', 'dorong', 'guru', 'kembang', 'learning', 'commons', 'fasilitas', 'dukung']",implementasi obe dorong guru kembang learning commons fasilitas dukung
universitas kristen petra berbagi pengalaman integrasi nilai kristiani dalam implementasi kurikulum berbasis hasil,"['universitas', 'kristen', 'tra', 'bagi', 'alam', 'integrasi', 'nilai', 'kristiani', 'implementasi', 'kurikulum', 'basis', 'hasil']",universitas kristen tra bagi alam integrasi nilai kristiani implementasi kurikulum basis hasil
student centered assessment menjadi pendekatan utama dalam evaluasi pembelajaran berbasis hasil,"['student', 'centered', 'assessment', 'dekat', 'utama', 'evaluasi', 'ajar', 'basis', 'hasil']",student centered assessment dekat utama evaluasi ajar basis hasil
stikom bali menerapkan kurikulum berbasis hasil dengan dukungan industri pariwisata dan teknologi informasi,"['stikom', 'bal', 'terap', 'kurikulum', 'basis', 'hasil', 'dukung', 'industri', 'pariwisata', 'teknologi', 'informasi']",stikom bal terap kurikulum basis hasil dukung industri pariwisata teknologi informasi
implementasi obe di fmipa ugm meningkatkan jumlah publikasi mahasiswa di jurnal internasional bereputasi,"['implementasi', 'obe', 'fmipa', 'ugm', 'tingkat', 'publikasi', 'mahasiswa', 'jurnal', 'internasional', 'reputasi']",implementasi obe fmipa ugm tingkat publikasi mahasiswa jurnal internasional reputasi
pendidikan berbasis hasil mendorong pengembangan critical and creative thinking melalui berbagai strategi pembelajaran,"['didik', 'basis', 'hasil', 'dorong', 'kembang', 'critical', 'and', 'creative', 'thinking', 'strategi', 'ajar']",didik basis hasil dorong kembang critical and creative thinking strategi ajar
program studi desain produk itb mengimplementasikan kurikulum berbasis hasil dengan pendekatan design thinking,"['program', 'studi', 'desain', 'produk', 'itb', 'implementasi', 'kurikulum', 'basis', 'hasil', 'dekat', 'design', 'thinking']",program studi desain produk itb implementasi kurikulum basis hasil dekat design thinking
kementerian ketenagakerjaan terlibat aktif dalam perumusan learning outcome bagi pendidikan vokasi berbasis obe,"['menteri', 'ketenagakerjaan', 'libat', 'aktif', 'rumus', 'learning', 'outcome', 'didik', 'vokasi', 'basis', 'obe']",menteri ketenagakerjaan libat aktif rumus learning outcome didik vokasi basis obe
implementasi kurikulum berbasis hasil memerlukan sistem monitoring dan evaluasi yang berbasis data,"['implementasi', 'kurikulum', 'basis', 'hasil', 'sistem', 'monitoring', 'evaluasi', 'basis', 'data']",implementasi kurikulum basis hasil sistem monitoring evaluasi basis data
program studi akuntansi unair mengimplementasikan obe dengan dukungan kantor akuntan publik big four,"['program', 'studi', 'akuntansi', 'unair', 'implementasi', 'obe', 'dukung', 'kantor', 'akuntan', 'publik', 'big', 'four']",program studi akuntansi unair implementasi obe dukung kantor akuntan publik big four
interdisciplinary approach menjadi ciri khas implementasi kurikulum berbasis hasil di era kompleksitas global,"['interdisciplinary', 'approach', 'ciri', 'khas', 'implementasi', 'kurikulum', 'basis', 'hasil', 'era', 'kompleksitas', 'global']",interdisciplinary approach ciri khas implementasi kurikulum basis hasil era kompleksitas global
universitas muhammadiyah malang berbagi pengalaman implementasi obe dengan community based approach,"['universitas', 'muhammadiyah', 'malang', 'bagi', 'alam', 'implementasi', 'obe', 'community', 'based', 'approach']",universitas muhammadiyah malang bagi alam implementasi obe community based approach
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan learning analytic untuk evaluasi ketercapaian kompetensi,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'learning', 'analytic', 'evaluasi', 'capai', 'kompetensi']",didik basis hasil dorong guru kembang learning analytic evaluasi capai kompetensi
program studi teknik pertambangan universitas hasanuddin mengimplementasikan obe dengan dukungan industri tambang,"['program', 'studi', 'teknik', 'tambang', 'universitas', 'hasanuddin', 'implementasi', 'obe', 'dukung', 'industri', 'tambang']",program studi teknik tambang universitas hasanuddin implementasi obe dukung industri tambang
perkumpulan program studi teknik informatika dan ilmu komputer sebumi menyusun guideline implementasi obe,"['kumpul', 'program', 'studi', 'teknik', 'informatika', 'ilmu', 'komputer', 'sebum', 'susun', 'guideline', 'implementasi', 'obe']",kumpul program studi teknik informatika ilmu komputer sebum susun guideline implementasi obe
reflective learning menjadi komponen penting dalam implementasi kurikulum berbasis hasil,"['reflective', 'learning', 'komponen', 'implementasi', 'kurikulum', 'basis', 'hasil']",reflective learning komponen implementasi kurikulum basis hasil
implementasi kurikulum berbasis hasil mendorong peningkatan research based learning di perguruan tinggi,"['implementasi', 'kurikulum', 'basis', 'hasil', 'dorong', 'tingkat', 'research', 'based', 'learning', 'guru']",implementasi kurikulum basis hasil dorong tingkat research based learning guru
program studi pendidikan dokter gigi universitas indonesia mengadopsi obe dengan clinical based competence approach,"['program', 'studi', 'didik', 'dokter', 'gigi', 'universitas', 'indonesia', 'adopsi', 'obe', 'clinical', 'based', 'competence', 'approach']",program studi didik dokter gigi universitas indonesia adopsi obe clinical based competence approach
pendidikan berbasis hasil mendorong perguruan tinggi mengembangkan sistem micro credentialing sebagai pengakuan kompetensi,"['didik', 'basis', 'hasil', 'dorong', 'guru', 'kembang', 'sistem', 'micro', 'credentialing', 'aku', 'kompetensi']",didik basis hasil dorong guru kembang sistem micro credentialing aku kompetensi
program studi ilmu gizi universitas diponegoro mengimplementasikan obe dengan community nutrition approach,"['program', 'studi', 'ilmu', 'gizi', 'universitas', 'diponegoro', 'implementasi', 'obe', 'community', 'nutrition', 'approach']",program studi ilmu gizi universitas diponegoro implementasi obe community nutrition approach
kolaborasi lintas program studi menjadi kebutuhan dalam implementasi kurikulum berbasis hasil untuk menghadapi kompleksitas,"['kolaborasi', 'lintas', 'program', 'studi', 'butuh', 'implementasi', 'kurikulum', 'basis', 'hasil', 'hadap', 'kompleksitas']",kolaborasi lintas program studi butuh implementasi kurikulum basis hasil hadap kompleksitas
forum rektor indonesia menekankan pentingnya community engagement dalam implementasi pendidikan berbasis hasil,"['forum', 'rektor', 'indonesia', 'tekan', 'community', 'engagement', 'implementasi', 'didik', 'basis', 'hasil']",forum rektor indonesia tekan community engagement implementasi didik basis hasil
departemen teknik mesin fakultas teknik ugm mengimplementasikan kurikulum berbasis hasil dengan capstone project,"['departemen', 'teknik', 'mesin', 'fakultas', 'teknik', 'ugm', 'implementasi', 'kurikulum', 'basis', 'hasil', 'capstone', 'project']",departemen teknik mesin fakultas teknik ugm implementasi kurikulum basis hasil capstone project
